industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age,founder_strength,funding_momentum,startup_maturity,funding_intensity,strong_team_flag
Saas,2020,Chennai,1,Series B,4.14,Vc,Small,Medium,4,10,0.828,Growth,16.56,No
Fintech,2020,Bangalore,2,Seed,1.25,Angel,Medium,Small,4,20,0.25,Growth,5.0,No
Healthtech,2012,Chennai,2,Series B,9.65,Vc,Medium,Large,12,20,0.7423076923076923,Mature,115.80000000000001,No
Fintech,2010,Bangalore,1,Series A,4.5,Angel,Medium,Medium,14,10,0.3,Mature,63.0,No
Saas,2009,Mumbai,4,Seed,10.86,Pe,Medium,Medium,15,40,0.67875,Mature,162.89999999999998,Yes
Edtech,2020,Hyderabad,3,Series A,1.43,Pe,Medium,Small,4,30,0.286,Growth,5.72,Yes
Saas,2014,Mumbai,3,Seed,14.27,Pe,Small,Medium,10,30,1.2972727272727271,Mature,142.7,Yes
Ai,2011,Mumbai,4,Seed,2.19,Pe,Large,Small,13,40,0.15642857142857142,Mature,28.47,Yes
Edtech,2009,Mumbai,2,Seed,6.33,Angel,Small,Small,15,20,0.395625,Mature,94.95,No
Fintech,2020,Hyderabad,1,Series B,12.97,Vc,Medium,Large,4,10,2.5940000000000003,Growth,51.88,No
Edtech,2015,Bangalore,4,Series B,2.33,Pe,Large,Medium,9,40,0.233,Mature,20.97,Yes
Ai,2009,Chennai,1,Seed,19.58,Pe,Small,Large,15,10,1.22375,Mature,293.7,No
Saas,2013,Bangalore,1,Series B,3.99,Pe,Small,Medium,11,10,0.3325,Mature,43.89,No
Healthtech,2011,Bangalore,3,Seed,0.91,Pe,Medium,Small,13,30,0.065,Mature,11.83,Yes
E-Commerce,2016,Delhi,2,Seed,13.44,Angel,Medium,Large,8,20,1.4933333333333332,Mature,107.52,No
Healthtech,2012,Hyderabad,2,Series B,7.75,Angel,Small,Large,12,20,0.5961538461538461,Mature,93.0,No
Healthtech,2023,Bangalore,3,Series B,19.35,Vc,Large,Large,1,30,9.675,Early,19.35,Yes
Saas,2011,Bangalore,4,Series A,1.93,Angel,Small,Small,13,40,0.13785714285714284,Mature,25.09,Yes
Healthtech,2015,Mumbai,1,Series A,7.23,Vc,Large,Large,9,10,0.7230000000000001,Mature,65.07000000000001,No
Ai,2010,Pune,3,Seed,11.95,Pe,Medium,Medium,14,30,0.7966666666666666,Mature,167.29999999999998,Yes
Saas,2021,Delhi,3,Seed,10.98,Pe,Small,Medium,3,30,2.745,Early,32.94,Yes
Healthtech,2020,Chennai,2,Series B,9.86,Vc,Large,Large,4,20,1.972,Growth,39.44,No
E-Commerce,2016,Pune,4,Seed,7.8,Pe,Small,Medium,8,40,0.8666666666666667,Mature,62.4,Yes
Fintech,2015,Delhi,3,Seed,16.73,Vc,Medium,Large,9,30,1.673,Mature,150.57,Yes
Saas,2021,Mumbai,1,Series A,2.93,Angel,Medium,Small,3,10,0.7325,Early,8.790000000000001,No
Saas,2019,Mumbai,3,Series A,10.13,Vc,Large,Large,5,30,1.6883333333333335,Growth,50.650000000000006,Yes
Edtech,2021,Mumbai,1,Seed,11.53,Angel,Large,Large,3,10,2.8825,Early,34.589999999999996,No
Healthtech,2019,Hyderabad,4,Seed,17.72,Pe,Small,Large,5,40,2.953333333333333,Growth,88.6,Yes
Fintech,2015,Pune,3,Seed,5.79,Angel,Small,Small,9,30,0.579,Mature,52.11,Yes
E-Commerce,2017,Mumbai,1,Seed,5.62,Angel,Medium,Medium,7,10,0.7025,Growth,39.34,No
Ai,2012,Bangalore,2,Series A,16.24,Vc,Small,Large,12,20,1.2492307692307691,Mature,194.88,No
Saas,2008,Hyderabad,2,Seed,5.68,Pe,Large,Medium,16,20,0.3341176470588235,Mature,90.88,No
Ai,2018,Mumbai,3,Series A,1.27,Vc,Small,Small,6,30,0.18142857142857144,Growth,7.62,Yes
Ai,2017,Hyderabad,2,Seed,10.54,Vc,Small,Medium,7,20,1.3175,Growth,73.78,No
Ai,2020,Bangalore,3,Seed,15.23,Pe,Large,Large,4,30,3.0460000000000003,Growth,60.92,Yes
Edtech,2016,Mumbai,1,Seed,3.24,Angel,Medium,Small,8,10,0.36000000000000004,Mature,25.92,No
Ai,2009,Pune,1,Seed,15.29,Pe,Small,Medium,15,10,0.955625,Mature,229.35,No
Healthtech,2008,Mumbai,4,Series A,7.22,Pe,Medium,Large,16,40,0.42470588235294116,Mature,115.52,Yes
Healthtech,2013,Bangalore,2,Series A,18.98,Angel,Medium,Large,11,20,1.5816666666666668,Mature,208.78,No
Fintech,2008,Mumbai,4,Seed,1.92,Pe,Medium,Small,16,40,0.11294117647058823,Mature,30.72,Yes
Fintech,2023,Bangalore,3,Seed,6.44,Vc,Small,Small,1,30,3.22,Early,6.44,Yes
E-Commerce,2017,Mumbai,1,Series A,4.36,Vc,Large,Medium,7,10,0.545,Growth,30.520000000000003,No
Ai,2017,Mumbai,3,Series A,17.96,Angel,Small,Large,7,30,2.245,Growth,125.72,Yes
Ai,2020,Delhi,4,Seed,5.73,Vc,Large,Medium,4,40,1.1460000000000001,Growth,22.92,Yes
Edtech,2017,Hyderabad,2,Seed,5.46,Vc,Medium,Medium,7,20,0.6825,Growth,38.22,No
Ai,2022,Chennai,3,Seed,14.15,Vc,Medium,Large,2,30,4.716666666666667,Early,28.3,Yes
Ai,2014,Delhi,4,Seed,18.99,Vc,Medium,Large,10,40,1.7263636363636363,Mature,189.89999999999998,Yes
Ai,2021,Delhi,2,Seed,11.89,Angel,Medium,Medium,3,20,2.9725,Early,35.67,No
Saas,2014,Hyderabad,3,Seed,18.85,Angel,Large,Large,10,30,1.7136363636363638,Mature,188.5,Yes
Saas,2020,Delhi,4,Series A,13.23,Angel,Medium,Large,4,40,2.646,Growth,52.92,Yes
Edtech,2008,Bangalore,4,Series B,4.1,Angel,Small,Medium,16,40,0.24117647058823527,Mature,65.6,Yes
Edtech,2017,Delhi,2,Seed,14.94,Vc,Small,Medium,7,20,1.8675,Growth,104.58,No
Healthtech,2020,Chennai,3,Series A,6.07,Vc,Large,Large,4,30,1.214,Growth,24.28,Yes
Edtech,2012,Bangalore,3,Seed,6.31,Pe,Small,Small,12,30,0.48538461538461536,Mature,75.72,Yes
E-Commerce,2010,Pune,4,Seed,16.21,Angel,Large,Large,14,40,1.0806666666666667,Mature,226.94,Yes
Healthtech,2020,Hyderabad,3,Series A,5.32,Angel,Large,Large,4,30,1.064,Growth,21.28,Yes
Ai,2020,Hyderabad,2,Series A,6.8,Angel,Large,Large,4,20,1.3599999999999999,Growth,27.2,No
Edtech,2018,Hyderabad,4,Seed,19.75,Pe,Medium,Large,6,40,2.8214285714285716,Growth,118.5,Yes
E-Commerce,2019,Bangalore,4,Series B,3.57,Angel,Small,Medium,5,40,0.595,Growth,17.849999999999998,Yes
Edtech,2021,Hyderabad,3,Series A,12.72,Vc,Large,Large,3,30,3.18,Early,38.160000000000004,Yes
Edtech,2009,Hyderabad,4,Seed,8.01,Vc,Small,Medium,15,40,0.500625,Mature,120.14999999999999,Yes
Healthtech,2023,Chennai,2,Series A,6.53,Vc,Small,Medium,1,20,3.265,Early,6.53,No
Healthtech,2018,Mumbai,1,Seed,2.83,Pe,Small,Small,6,10,0.4042857142857143,Growth,16.98,No
Fintech,2022,Pune,4,Series A,10.74,Angel,Medium,Large,2,40,3.58,Early,21.48,Yes
Healthtech,2012,Mumbai,3,Seed,11.48,Vc,Large,Large,12,30,0.8830769230769231,Mature,137.76,Yes
Healthtech,2012,Mumbai,3,Seed,13.82,Angel,Large,Large,12,30,1.063076923076923,Mature,165.84,Yes
Saas,2009,Hyderabad,2,Series A,15.8,Vc,Medium,Large,15,20,0.9875,Mature,237.0,No
Edtech,2013,Bangalore,3,Series A,8.37,Pe,Medium,Large,11,30,0.6974999999999999,Mature,92.07,Yes
Healthtech,2014,Hyderabad,3,Series A,10.86,Pe,Small,Large,10,30,0.9872727272727272,Mature,108.6,Yes
Edtech,2008,Mumbai,1,Seed,1.49,Vc,Medium,Small,16,10,0.08764705882352941,Mature,23.84,No
Edtech,2010,Chennai,4,Seed,8.46,Vc,Medium,Medium,14,40,0.5640000000000001,Mature,118.44000000000001,Yes
Saas,2011,Hyderabad,3,Series B,2.81,Vc,Large,Medium,13,30,0.2007142857142857,Mature,36.53,Yes
Edtech,2009,Hyderabad,3,Series A,0.21,Vc,Large,Small,15,30,0.013125,Mature,3.15,Yes
E-Commerce,2017,Hyderabad,1,Seed,1.38,Angel,Small,Small,7,10,0.1725,Growth,9.66,No
Healthtech,2018,Bangalore,4,Series A,0.69,Vc,Medium,Small,6,40,0.09857142857142856,Growth,4.14,Yes
Edtech,2012,Chennai,2,Seed,7.97,Vc,Medium,Medium,12,20,0.6130769230769231,Mature,95.64,No
Fintech,2020,Chennai,1,Series A,7.81,Angel,Small,Medium,4,10,1.5619999999999998,Growth,31.24,No
Fintech,2023,Chennai,1,Seed,4.14,Pe,Small,Small,1,10,2.07,Early,4.14,No
Saas,2023,Chennai,3,Seed,9.41,Pe,Small,Medium,1,30,4.705,Early,9.41,Yes
E-Commerce,2011,Mumbai,3,Series A,1.77,Pe,Medium,Small,13,30,0.12642857142857142,Mature,23.01,Yes
Healthtech,2018,Hyderabad,2,Seed,5.98,Vc,Large,Medium,6,20,0.8542857142857143,Growth,35.88,No
Saas,2009,Pune,2,Series A,1.1,Vc,Small,Small,15,20,0.06875,Mature,16.5,No
Fintech,2022,Chennai,2,Series A,0.33,Vc,Small,Small,2,20,0.11,Early,0.66,No
E-Commerce,2018,Delhi,1,Seed,11.82,Vc,Small,Medium,6,10,1.6885714285714286,Growth,70.92,No
Healthtech,2008,Delhi,1,Series B,14.4,Vc,Small,Large,16,10,0.8470588235294118,Mature,230.4,No
Edtech,2015,Pune,1,Series A,5.32,Pe,Large,Large,9,10,0.532,Mature,47.88,No
Healthtech,2009,Mumbai,2,Seed,13.92,Angel,Medium,Large,15,20,0.87,Mature,208.8,No
Ai,2011,Delhi,4,Seed,12.63,Angel,Small,Medium,13,40,0.9021428571428572,Mature,164.19,Yes
Healthtech,2019,Delhi,2,Seed,15.56,Vc,Large,Large,5,20,2.5933333333333333,Growth,77.8,No
Edtech,2023,Delhi,3,Seed,4.27,Vc,Small,Small,1,30,2.135,Early,4.27,Yes
Ai,2017,Mumbai,1,Seed,9.72,Pe,Small,Medium,7,10,1.215,Growth,68.04,No
E-Commerce,2012,Hyderabad,3,Seed,4.38,Vc,Medium,Small,12,30,0.33692307692307694,Mature,52.56,Yes
Saas,2009,Mumbai,2,Seed,17.44,Pe,Large,Large,15,20,1.09,Mature,261.6,No
E-Commerce,2017,Bangalore,3,Seed,12.98,Angel,Medium,Large,7,30,1.6225,Growth,90.86,Yes
Healthtech,2016,Bangalore,1,Seed,1.89,Angel,Medium,Small,8,10,0.21,Mature,15.12,No
Saas,2009,Delhi,4,Seed,7.44,Angel,Large,Medium,15,40,0.465,Mature,111.60000000000001,Yes
Healthtech,2013,Delhi,4,Series A,0.96,Angel,Medium,Small,11,40,0.08,Mature,10.559999999999999,Yes
Fintech,2014,Hyderabad,2,Seed,19.7,Vc,Small,Large,10,20,1.7909090909090908,Mature,197.0,No
Fintech,2013,Pune,4,Seed,16.5,Pe,Large,Large,11,40,1.375,Mature,181.5,Yes
Edtech,2018,Delhi,1,Series A,7.19,Angel,Large,Large,6,10,1.0271428571428571,Growth,43.14,No
E-Commerce,2018,Bangalore,2,Series B,7.81,Vc,Medium,Large,6,20,1.1157142857142857,Growth,46.86,No
Fintech,2022,Delhi,1,Seed,7.52,Pe,Medium,Medium,2,10,2.5066666666666664,Early,15.04,No
Ai,2019,Hyderabad,3,Series A,13.22,Vc,Medium,Large,5,30,2.2033333333333336,Growth,66.10000000000001,Yes
Ai,2020,Bangalore,2,Seed,7.09,Pe,Small,Small,4,20,1.418,Growth,28.36,No
Healthtech,2011,Delhi,4,Seed,4.41,Pe,Medium,Small,13,40,0.315,Mature,57.33,Yes
Saas,2008,Hyderabad,1,Seed,5.51,Vc,Large,Medium,16,10,0.3241176470588235,Mature,88.16,No
Ai,2009,Hyderabad,2,Series A,15.95,Vc,Small,Large,15,20,0.996875,Mature,239.25,No
Healthtech,2022,Bangalore,2,Series B,2.24,Angel,Small,Small,2,20,0.7466666666666667,Early,4.48,No
Saas,2019,Bangalore,4,Seed,8.72,Angel,Medium,Medium,5,40,1.4533333333333334,Growth,43.6,Yes
Fintech,2017,Pune,1,Seed,8.04,Pe,Medium,Medium,7,10,1.005,Growth,56.279999999999994,No
Healthtech,2019,Bangalore,3,Seed,11.23,Pe,Large,Large,5,30,1.8716666666666668,Growth,56.150000000000006,Yes
Saas,2017,Hyderabad,4,Series B,1.4,Angel,Large,Medium,7,40,0.175,Growth,9.799999999999999,Yes
Edtech,2019,Bangalore,2,Series A,0.86,Pe,Large,Small,5,20,0.14333333333333334,Growth,4.3,No
E-Commerce,2021,Bangalore,1,Seed,13.95,Angel,Large,Large,3,10,3.4875,Early,41.849999999999994,No
E-Commerce,2013,Hyderabad,2,Seed,10.56,Vc,Large,Large,11,20,0.88,Mature,116.16000000000001,No
Edtech,2015,Pune,4,Seed,2.6,Angel,Large,Small,9,40,0.26,Mature,23.400000000000002,Yes
Ai,2021,Hyderabad,3,Seed,7.83,Vc,Medium,Medium,3,30,1.9575,Early,23.490000000000002,Yes
E-Commerce,2022,Bangalore,3,Series B,10.57,Pe,Large,Large,2,30,3.5233333333333334,Early,21.14,Yes
Saas,2010,Bangalore,1,Series B,7.19,Vc,Small,Large,14,10,0.47933333333333333,Mature,100.66000000000001,No
Edtech,2014,Bangalore,3,Seed,2.46,Pe,Small,Small,10,30,0.22363636363636363,Mature,24.6,Yes
Ai,2022,Pune,2,Seed,3.18,Vc,Small,Small,2,20,1.06,Early,6.36,No
Healthtech,2016,Hyderabad,3,Seed,5.06,Pe,Medium,Medium,8,30,0.5622222222222222,Mature,40.48,Yes
Healthtech,2011,Chennai,3,Seed,0.22,Pe,Small,Small,13,30,0.015714285714285715,Mature,2.86,Yes
Saas,2018,Mumbai,3,Series B,14.63,Angel,Small,Large,6,30,2.0900000000000003,Growth,87.78,Yes
Saas,2014,Delhi,2,Series B,13.79,Pe,Large,Large,10,20,1.2536363636363637,Mature,137.89999999999998,No
Saas,2014,Mumbai,3,Series A,17.65,Vc,Medium,Large,10,30,1.6045454545454545,Mature,176.5,Yes
E-Commerce,2020,Pune,2,Series B,2.47,Pe,Large,Medium,4,20,0.49400000000000005,Growth,9.88,No
Saas,2019,Hyderabad,1,Series A,12.39,Vc,Small,Large,5,10,2.065,Growth,61.95,No
Edtech,2017,Chennai,2,Seed,14.5,Pe,Medium,Large,7,20,1.8125,Growth,101.5,No
Edtech,2016,Pune,2,Series A,12.22,Pe,Small,Large,8,20,1.3577777777777778,Mature,97.76,No
Ai,2010,Hyderabad,1,Series A,7.24,Angel,Small,Medium,14,10,0.4826666666666667,Mature,101.36,No
Edtech,2018,Bangalore,3,Series A,6.66,Pe,Medium,Medium,6,30,0.9514285714285714,Growth,39.96,Yes
E-Commerce,2008,Pune,3,Series A,2.94,Angel,Large,Medium,16,30,0.17294117647058824,Mature,47.04,Yes
Healthtech,2015,Delhi,1,Series A,19.43,Pe,Small,Large,9,10,1.943,Mature,174.87,No
Ai,2011,Mumbai,3,Seed,2.4,Pe,Large,Small,13,30,0.17142857142857143,Mature,31.2,Yes
Edtech,2009,Hyderabad,3,Series B,13.71,Vc,Large,Large,15,30,0.856875,Mature,205.65,Yes
Saas,2012,Chennai,1,Seed,17.73,Pe,Small,Large,12,10,1.363846153846154,Mature,212.76,No
Edtech,2011,Bangalore,3,Series A,18.02,Pe,Medium,Large,13,30,1.2871428571428571,Mature,234.26,Yes
Fintech,2008,Chennai,4,Series A,18.5,Angel,Small,Large,16,40,1.088235294117647,Mature,296.0,Yes
Ai,2023,Delhi,1,Seed,13.26,Vc,Large,Large,1,10,6.63,Early,13.26,No
E-Commerce,2019,Chennai,3,Seed,2.78,Vc,Large,Small,5,30,0.4633333333333333,Growth,13.899999999999999,Yes
Edtech,2014,Chennai,3,Seed,10.5,Vc,Medium,Medium,10,30,0.9545454545454546,Mature,105.0,Yes
Edtech,2011,Bangalore,3,Series B,8.88,Pe,Small,Large,13,30,0.6342857142857143,Mature,115.44000000000001,Yes
E-Commerce,2015,Chennai,4,Series A,13.5,Pe,Large,Large,9,40,1.35,Mature,121.5,Yes
Healthtech,2016,Bangalore,3,Seed,9.28,Vc,Small,Medium,8,30,1.031111111111111,Mature,74.24,Yes
Saas,2023,Delhi,1,Series B,16.48,Vc,Medium,Large,1,10,8.24,Early,16.48,No
Saas,2015,Hyderabad,4,Seed,8.36,Vc,Medium,Medium,9,40,0.836,Mature,75.24,Yes
Healthtech,2008,Bangalore,2,Series A,15.12,Vc,Large,Large,16,20,0.8894117647058823,Mature,241.92,No
Healthtech,2015,Pune,2,Seed,19.04,Pe,Large,Large,9,20,1.904,Mature,171.35999999999999,No
Fintech,2012,Pune,1,Seed,14.59,Angel,Medium,Large,12,10,1.1223076923076922,Mature,175.07999999999998,No
E-Commerce,2008,Hyderabad,1,Series A,15.3,Angel,Small,Large,16,10,0.9,Mature,244.8,No
Ai,2016,Mumbai,3,Seed,14.28,Vc,Small,Medium,8,30,1.5866666666666667,Mature,114.24,Yes
Saas,2016,Chennai,3,Seed,16.84,Angel,Large,Large,8,30,1.8711111111111112,Mature,134.72,Yes
Healthtech,2014,Hyderabad,4,Seed,5.98,Pe,Small,Small,10,40,0.5436363636363637,Mature,59.800000000000004,Yes
Healthtech,2022,Chennai,4,Series A,19.84,Vc,Small,Large,2,40,6.613333333333333,Early,39.68,Yes
E-Commerce,2014,Bangalore,4,Seed,15.96,Pe,Medium,Large,10,40,1.450909090909091,Mature,159.60000000000002,Yes
Ai,2018,Chennai,4,Seed,15.21,Angel,Medium,Large,6,40,2.172857142857143,Growth,91.26,Yes
Healthtech,2008,Delhi,2,Seed,1.97,Pe,Small,Small,16,20,0.11588235294117646,Mature,31.52,No
Fintech,2016,Pune,2,Seed,6.8,Vc,Small,Small,8,20,0.7555555555555555,Mature,54.4,No
Ai,2008,Hyderabad,1,Seed,5.22,Vc,Medium,Medium,16,10,0.3070588235294118,Mature,83.52,No
Fintech,2020,Chennai,1,Series A,2.42,Angel,Large,Medium,4,10,0.484,Growth,9.68,No
Edtech,2022,Hyderabad,3,Series B,18.3,Vc,Large,Large,2,30,6.1000000000000005,Early,36.6,Yes
Saas,2019,Hyderabad,3,Series A,12.28,Pe,Large,Large,5,30,2.0466666666666664,Growth,61.4,Yes
Healthtech,2014,Delhi,3,Seed,17.96,Angel,Small,Large,10,30,1.6327272727272728,Mature,179.60000000000002,Yes
Ai,2016,Bangalore,2,Series A,10.74,Angel,Large,Large,8,20,1.1933333333333334,Mature,85.92,No
Fintech,2016,Chennai,4,Series A,18.23,Angel,Small,Large,8,40,2.0255555555555556,Mature,145.84,Yes
Saas,2023,Mumbai,2,Seed,18.54,Angel,Small,Large,1,20,9.27,Early,18.54,No
Saas,2012,Hyderabad,1,Seed,13.12,Vc,Medium,Large,12,10,1.0092307692307692,Mature,157.44,No
Healthtech,2019,Bangalore,2,Series B,10.12,Pe,Medium,Large,5,20,1.6866666666666665,Growth,50.599999999999994,No
Saas,2020,Mumbai,3,Seed,4.59,Pe,Medium,Small,4,30,0.9179999999999999,Growth,18.36,Yes
Healthtech,2023,Hyderabad,1,Seed,18.3,Vc,Medium,Large,1,10,9.15,Early,18.3,No
Edtech,2013,Mumbai,2,Seed,15.64,Angel,Medium,Large,11,20,1.3033333333333335,Mature,172.04000000000002,No
Healthtech,2009,Chennai,4,Seed,6.84,Vc,Large,Medium,15,40,0.4275,Mature,102.6,Yes
E-Commerce,2009,Chennai,3,Series A,13.41,Pe,Small,Large,15,30,0.838125,Mature,201.15,Yes
Fintech,2017,Pune,1,Seed,12.3,Pe,Medium,Large,7,10,1.5375,Growth,86.10000000000001,No
E-Commerce,2016,Hyderabad,2,Series A,2.33,Vc,Medium,Small,8,20,0.2588888888888889,Mature,18.64,No
Saas,2020,Hyderabad,1,Series B,18.64,Angel,Small,Large,4,10,3.728,Growth,74.56,No
Saas,2008,Pune,1,Seed,0.32,Pe,Large,Small,16,10,0.018823529411764708,Mature,5.12,No
Saas,2017,Chennai,2,Seed,16.6,Vc,Large,Large,7,20,2.075,Growth,116.20000000000002,No
Healthtech,2019,Bangalore,3,Series B,10.33,Pe,Small,Large,5,30,1.7216666666666667,Growth,51.65,Yes
Ai,2019,Mumbai,2,Seed,16.55,Angel,Small,Medium,5,20,2.7583333333333333,Growth,82.75,No
Healthtech,2021,Hyderabad,4,Series B,11.2,Angel,Medium,Large,3,40,2.8,Early,33.599999999999994,Yes
Fintech,2012,Hyderabad,4,Seed,3.23,Vc,Medium,Small,12,40,0.24846153846153846,Mature,38.76,Yes
Healthtech,2021,Delhi,3,Seed,9.58,Angel,Small,Medium,3,30,2.395,Early,28.740000000000002,Yes
Saas,2014,Mumbai,1,Series A,17.6,Pe,Medium,Large,10,10,1.6,Mature,176.0,No
Edtech,2019,Pune,3,Seed,4.75,Vc,Large,Medium,5,30,0.7916666666666666,Growth,23.75,Yes
Fintech,2017,Chennai,3,Seed,2.57,Pe,Medium,Small,7,30,0.32125,Growth,17.99,Yes
E-Commerce,2013,Pune,1,Seed,8.41,Angel,Medium,Medium,11,10,0.7008333333333333,Mature,92.51,No
Edtech,2013,Hyderabad,2,Seed,16.26,Pe,Medium,Large,11,20,1.3550000000000002,Mature,178.86,No
Fintech,2013,Hyderabad,1,Seed,14.17,Pe,Small,Medium,11,10,1.1808333333333334,Mature,155.87,No
Fintech,2020,Chennai,3,Seed,19.94,Pe,Small,Large,4,30,3.9880000000000004,Growth,79.76,Yes
Saas,2015,Mumbai,4,Seed,17.63,Pe,Small,Large,9,40,1.763,Mature,158.67,Yes
E-Commerce,2014,Bangalore,2,Seed,3.59,Pe,Large,Medium,10,20,0.32636363636363636,Mature,35.9,No
Healthtech,2012,Chennai,2,Series A,15.8,Pe,Medium,Large,12,20,1.2153846153846155,Mature,189.60000000000002,No
E-Commerce,2017,Bangalore,1,Seed,14.42,Vc,Small,Medium,7,10,1.8025,Growth,100.94,No
Saas,2009,Hyderabad,1,Seed,4.07,Vc,Small,Small,15,10,0.254375,Mature,61.050000000000004,No
Saas,2017,Bangalore,3,Seed,15.65,Angel,Medium,Large,7,30,1.95625,Growth,109.55,Yes
Saas,2013,Bangalore,2,Seed,5.0,Pe,Medium,Medium,11,20,0.4166666666666667,Mature,55.0,No
Edtech,2023,Chennai,2,Seed,9.22,Pe,Large,Large,1,20,4.61,Early,9.22,No
E-Commerce,2017,Pune,1,Seed,5.69,Angel,Large,Medium,7,10,0.71125,Growth,39.830000000000005,No
E-Commerce,2022,Hyderabad,1,Series A,9.13,Angel,Large,Large,2,10,3.0433333333333334,Early,18.26,No
Fintech,2012,Mumbai,4,Series B,6.18,Angel,Large,Large,12,40,0.47538461538461535,Mature,74.16,Yes
Ai,2011,Delhi,3,Series A,13.25,Pe,Large,Large,13,30,0.9464285714285714,Mature,172.25,Yes
Healthtech,2017,Bangalore,4,Series A,16.08,Pe,Small,Large,7,40,2.01,Growth,112.55999999999999,Yes
Saas,2018,Hyderabad,3,Seed,0.57,Vc,Small,Small,6,30,0.08142857142857142,Growth,3.42,Yes
E-Commerce,2012,Delhi,4,Seed,8.17,Vc,Small,Medium,12,40,0.6284615384615384,Mature,98.03999999999999,Yes
E-Commerce,2016,Mumbai,2,Seed,3.08,Pe,Large,Small,8,20,0.3422222222222222,Mature,24.64,No
Fintech,2019,Delhi,1,Series B,0.58,Vc,Medium,Small,5,10,0.09666666666666666,Growth,2.9,No
Healthtech,2020,Mumbai,3,Seed,19.67,Vc,Medium,Large,4,30,3.934,Growth,78.68,Yes
Ai,2009,Pune,2,Seed,13.54,Pe,Medium,Large,15,20,0.84625,Mature,203.1,No
Ai,2013,Delhi,3,Seed,9.16,Vc,Small,Medium,11,30,0.7633333333333333,Mature,100.76,Yes
Saas,2022,Mumbai,2,Seed,8.73,Vc,Large,Large,2,20,2.91,Early,17.46,No
Ai,2018,Pune,3,Series A,16.85,Angel,Large,Large,6,30,2.4071428571428575,Growth,101.10000000000001,Yes
Ai,2016,Bangalore,1,Seed,11.5,Angel,Medium,Medium,8,10,1.2777777777777777,Mature,92.0,No
Healthtech,2019,Delhi,2,Seed,15.03,Angel,Large,Large,5,20,2.505,Growth,75.14999999999999,No
Healthtech,2017,Mumbai,1,Series B,18.42,Pe,Medium,Large,7,10,2.3025,Growth,128.94,No
Saas,2020,Hyderabad,1,Seed,17.69,Angel,Medium,Large,4,10,3.5380000000000003,Growth,70.76,No
E-Commerce,2023,Chennai,2,Series A,2.08,Angel,Small,Small,1,20,1.04,Early,2.08,No
Fintech,2012,Pune,3,Series B,9.82,Pe,Large,Large,12,30,0.7553846153846154,Mature,117.84,Yes
Saas,2019,Delhi,3,Series A,12.74,Angel,Large,Large,5,30,2.1233333333333335,Growth,63.7,Yes
Edtech,2018,Pune,2,Seed,9.37,Pe,Small,Medium,6,20,1.3385714285714285,Growth,56.22,No
Ai,2013,Delhi,2,Seed,5.95,Pe,Medium,Medium,11,20,0.49583333333333335,Mature,65.45,No
Fintech,2022,Delhi,4,Seed,18.35,Pe,Large,Large,2,40,6.116666666666667,Early,36.7,Yes
E-Commerce,2017,Delhi,1,Series A,17.99,Vc,Small,Large,7,10,2.24875,Growth,125.92999999999999,No
E-Commerce,2019,Chennai,2,Seed,16.87,Pe,Small,Medium,5,20,2.811666666666667,Growth,84.35000000000001,No
Healthtech,2011,Delhi,2,Seed,18.68,Angel,Large,Large,13,20,1.3342857142857143,Mature,242.84,No
Edtech,2012,Pune,2,Seed,14.91,Pe,Medium,Large,12,20,1.146923076923077,Mature,178.92000000000002,No
E-Commerce,2015,Bangalore,1,Series A,7.92,Angel,Medium,Large,9,10,0.792,Mature,71.28,No
Edtech,2019,Bangalore,1,Seed,10.05,Angel,Small,Medium,5,10,1.675,Growth,50.25,No
Ai,2008,Hyderabad,1,Seed,16.52,Pe,Large,Large,16,10,0.9717647058823529,Mature,264.32,No
Healthtech,2008,Chennai,1,Seed,18.23,Angel,Small,Large,16,10,1.0723529411764705,Mature,291.68,No
Fintech,2017,Pune,4,Seed,13.48,Pe,Large,Large,7,40,1.685,Growth,94.36,Yes
Healthtech,2011,Hyderabad,4,Series B,11.71,Angel,Medium,Large,13,40,0.8364285714285715,Mature,152.23000000000002,Yes
Ai,2020,Bangalore,2,Series A,17.88,Vc,Medium,Large,4,20,3.5759999999999996,Growth,71.52,No
E-Commerce,2021,Delhi,1,Seed,15.05,Pe,Medium,Large,3,10,3.7625,Early,45.150000000000006,No
Edtech,2017,Delhi,2,Seed,18.28,Angel,Small,Large,7,20,2.285,Growth,127.96000000000001,No
Ai,2010,Mumbai,1,Series B,17.68,Pe,Medium,Large,14,10,1.1786666666666668,Mature,247.51999999999998,No
E-Commerce,2012,Chennai,2,Series A,6.71,Angel,Medium,Medium,12,20,0.5161538461538462,Mature,80.52,No
Saas,2018,Mumbai,3,Seed,2.79,Angel,Small,Small,6,30,0.3985714285714286,Growth,16.740000000000002,Yes
Edtech,2017,Chennai,1,Series A,14.1,Pe,Small,Large,7,10,1.7625,Growth,98.7,No
Ai,2015,Chennai,2,Seed,18.69,Vc,Large,Large,9,20,1.8690000000000002,Mature,168.21,No
Fintech,2008,Delhi,2,Seed,18.21,Vc,Medium,Large,16,20,1.0711764705882354,Mature,291.36,No
Fintech,2012,Delhi,1,Series A,18.42,Angel,Small,Large,12,10,1.416923076923077,Mature,221.04000000000002,No
